,,,"PostMile","Post",,"Back",,,"Ahead",,,
10,12,"CAL"," ",0.63,"WALLIS, COMANCHE PARKWAY                                                                                      ",710,7500,6900,630,6500,6100,
10,12,"CAL"," ",6.3,"BURSON, BURSON ROAD                                                                                           ",600,6100,5600,890,9000,8000,
10,12,"CAL"," ",9.78,"VALLEY SPRINGS, PINE STREET                                                                                   ",910,8900,7900,940,9200,8200,
10,12,"CAL"," ",9.93,"JCT. RTE. 26 SOUTH                                                                                            ",940,9200,8200,770,7200,6500,
10,12,"CAL"," ",10.4,"WEST JUNCTION LIME CREEK ROAD                                                                                 ",710,7200,6500,700,5800,5300,
10,12,"CAL"," ",13.87,"TOYON, JCT. RTE. 26 NORTH                                                                                     ",770,6400,5700,840,6800,6200,
10,12,"CAL"," ",18.2,"SAN ANDREAS, JCT. RTE. 49                                                                                     ",760,6700,6200,"      ","       ","       ",
4,13,"ALA"," ","       ","ALAMEDA COUNTY                                                                                                ","      ","       ","       ","      ","       ","       ",
4,13,"ALA"," ",4.26,"OAKLAND, JCT. RTE. 580; BEGIN FREEWAY                                                                         ","      ","       ","       ",4800,51000,50000,
4,13,"ALA"," ",5.01,"OAKLAND, CARSON STREET                                                                                        ",4800,51000,50000,4450,48000,47000,
4,13,"ALA"," ",5.39,"OAKLAND, REDWOOD ROAD                                                                                         ",4450,48000,47000,5400,60000,58000,
4,13,"ALA"," ",6.47,"OAKLAND, LINCOLN AVENUE                                                                                       ",5400,60000,58000,5400,61000,59000,
4,13,"ALA"," ",7.4,"OAKLAND, PARK BOULEVARD                                                                                       ",5400,61000,59000,5400,62000,60000,
4,13,"ALA"," ",8.3,"OAKLAND, MORAGA AVENUE                                                                                        ",5400,62000,60000,6000,71000,68000,
4,13,"ALA"," ",9.07,"OAKLAND, BROADWAY TERRACE                                                                                     ",6000,71000,68000,5900,71000,68000,
4,13,"ALA","R",9.62,"OAKLAND, JCT. RTE. 24                                                                                         ",5900,71000,68000,2950,36500,35000,
4,13,"ALA","T",9.92,"END FREEWAY    =9.86                                                                                          ",,,,,,,
4,13,"ALA"," ",10.69,"BERKELEY, DOMINGO AVENUE                                                                                      ",2800,35000,33500,2550,32500,31500,
4,13,"ALA"," ",10.79,"BERKELEY, CLAREMONT AVENUE                                                                                    ",2550,32500,31500,1650,21500,20800,
4,13,"ALA"," ",11.61,"BERKELEY, TELEGRAPH AVENUE                                                                                    ",1750,23100,22300,1800,24300,23500,
4,13,"ALA"," ",12.24,"BERKELEY, ADELINE STREET                                                                                      ",1550,21400,20800,1850,26000,25500,
4,13,"ALA"," ",13.18,"BERKELEY, JCT. RTE. 123,   SAN PABLO AVENUE                                                                   ",1750,25500,24800,1800,25500,25000,
4,13,"ALA"," ",13.92,"BERKELEY, JCT. RTE. 80                                                                                        ",2550,35500,35000,"      ","       ","       ",
7,14," LA"," ","       ","LOS ANGELES COUNTY                                                                                            ","      ","       ","       ","      ","       ","       ",
7,14," LA","R",24.79,"LOS ANGELES, JCT. RTE. 5,   GOLDEN STATE FREEWAY; BEGIN ANTELOPE VALLEY FREEWAY                   ","      ","       ","       ",12000,146000,141000,
7,14," LA","R",27.05,"SANTA CLARITA, JCT. RTE.   126 WEST; SAN FERNANDO ROAD                                                        ",12000,146000,141000,10600,128000,125000,
7,14," LA","R",28.08,"SANTA CLARITA,   PLACERITA CANYON ROAD                                                                        ",10600,128000,125000,9900,120000,117000,
7,14," LA","R",29.68,"SANTA CLARITA,   GOLDEN VALLEY ROAD                                                                           ",9900,120000,117000,9900,120000,117000,
7,14," LA","R",30.81,"SIERRA HIGHWAY (PROPOSED   FUTURE JCT. RTE. 126)                                                              ",9900,120000,117000,7700,100000,95000,
7,14," LA","R",32.36,"MILEPOST EQUATION   =32.41                                                                                    ",,,,,,,
7,14," LA"," ",33.42,"SANTA CLARITA, SAND CANYON ROAD                                                                               ",7700,100000,95000,6600,88000,83000,
7,14," LA"," ",35.71,"SHADOW PINES BOULEVARD/   SOLEDAD ROAD                                                                        ",6600,88000,83000,6700,82000,80000,
7,14," LA"," ",39.85,"AGUA DULCE CANYON ROAD                                                                                        ",6700,82000,80000,6600,80000,78000,
7,14," LA"," ",43.29,"ESCONDIDO CANYON ROAD                                                                                         ",6600,80000,78000,6500,79000,77000,
7,14," LA"," ",46.76,"WARD ROAD                                                                                                     ",6500,79000,77000,6600,80000,78000,
7,14," LA","R",48.61,"CROWN VALLEY ROAD                                                                                             ",6600,80000,78000,6500,79000,77000,
7,14," LA","R",50.75,"SANTIAGO ROAD                                                                                                 ",6500,79000,77000,6500,79000,77000,
7,14," LA","R",52.17,"SIERRA HIGHWAY (SOLEDAD   CANYON ROAD)                                                                        ",6500,79000,77000,6600,80000,77000,
7,14," LA","R",54.54,"VINCENT, ANGELES FOREST HIGHWAY                                                                               ",6600,80000,77000,4900,60000,58000,
7,14," LA","R",58.17,"AVENUE S                                                                                                      ",4900,60000,58000,5300,64000,62000,
7,14," LA","R",59.8,"PALMDALE, JCT. RTE. 138,   PALMDALE BOULEVARD                                                                 ",5300,64000,62000,6000,71000,69000,
