"District","Route","County","Prefix","Postmile","Description","Back Peak Hour","Back Peak Month","Back AADT","Ahead Peak Hour","Ahead Peak Month","Ahead AADT",
12,5,"ORA"," ",43.43,"BUENA PARK, JCT. RTE. 39   (BEACH BOULEVARD OVERCROSS                                                         ","      ","       ","       ","      ","       ","       ",
12,5,"ORA"," ",44.26,"BUENA PARK, ARTESIA AVENUE                                                                                    ",12400,180000,173000,12000,184000,171000,
12,5,"ORA"," ",44.38,"ORANGE-LOS ANGELES   COUNTY LINE (BUENA PARK CITY LIMITS)                                                     ",12000,184000,171000,"      ","       ","       ",
7,5," LA"," ",0,"ORANGE-LOS ANGELES COUNTY LINE                                                                                ","      ","       ","       ",11700,180000,171000,
7,5," LA"," ",1.21,"SANTA FE SPRINGS,   VALLEY VIEW AVENUE                                                                        ",11700,180000,171000,11700,181000,173000,
7,5," LA"," ",1.68,"SANTA FE SPRINGS,   ALONDRA BOULEVARD                                                                         ",11700,181000,173000,11500,182000,174000,
7,5," LA"," ",2.41,"NORWALK, CARMENITA ROAD                                                                                       ",11500,182000,174000,11500,183000,176000,
7,5," LA"," ",3.64,"NORWALK, FIRESTONE BOULEVARD                                                                                  ",11500,183000,176000,11400,181000,175000,
7,5," LA"," ",4.22,"NORWALK, NORWALK BOULE=   VARD/SAN ANTONIO DRIVE                                                              ",11400,181000,175000,11200,176000,170000,
7,5," LA"," ",4.91,"NORWALK, IMPERIAL HIGHWAY                                                                                     ",11200,176000,170000,12200,191000,183000,
7,5," LA"," ",6.85,"SANTA FE SPRINGS, JCT.   RTE. 605, SAN GABRIEL RIVER FREEWAY                                                  ",12200,191000,183000,15000,234000,222000,
7,5," LA"," ",7.83,"DOWNEY, LEMORAN AVENUE   PEDESTRIAN OVERCROSSING                                                              ","      ","       ","       ","      ","       ","       ",
7,5," LA"," ",8.31,"DOWNEY, JCT. RTE. 19,   LAKEWOOD BOULEVARD                                                                    ",15000,234000,222000,15100,231000,220000,
7,5," LA"," ",8.95,"DOWNEY, PARAMOUNT BOULEVARD                                                                                   ",15100,231000,220000,15000,230000,220000,
7,5," LA"," ",9.7,"COMMERCE, SLAUSON AVENUE                                                                                      ",15000,230000,220000,14400,222000,213000,
7,5," LA"," ",10.88,"COMMERCE, GARFIELD AVENUE                                                                                     ",14400,222000,213000,14300,221000,212000,
7,5," LA"," ",11.55,"COMMERCE, WASHINGTON BOULEVARD                                                                                ",14300,221000,212000,14800,229000,222000,
7,5," LA"," ",12.8,"COMMERCE, ATLANTIC BOULEVARD                                                                                  ",14800,229000,222000,14700,229000,222000,
7,5," LA"," ",13.78,"COMMERCE, JCT. RTE. 710,   LONG BEACH FREEWAY                                                                 ",14700,229000,222000,16900,266000,258000,
7,5," LA"," ",14.25,"DOWNEY ROAD                                                                                                   ",16900,266000,258000,17100,271000,263000,
7,5," LA"," ",14.8,"EAST LOS ANGELES, DITMAN AVENUE                                                                               ",17100,271000,263000,16800,268000,260000,
7,5," LA"," ",14.94,"LOS ANGELES, INDIANA STREET                                                                                   ",16800,268000,260000,16700,269000,261000,
7,5," LA"," ",16.47,"LOS ANGELES, EAST LOS   ANGELES INTERCHANGE, JCT. RTE. 60; GOLDEN STATE FREEWAY                      ",16700,269000,261000,15700,247000,240000,
7,5," LA"," ",17.56,"LOS ANGELES, FOURTH STREET                                                                                    ",15700,247000,240000,16600,255000,247000,
7,5," LA"," ",18.06,"LOS ANGELES, BROOKLYN AVENUE                                                                                  ",16600,255000,247000,15700,236000,228000,
7,5," LA"," ",18.45,"LOS ANGELES, JCT. RTE. 10   WEST, SAN BERNARDINO FREEWAY                                                      ",15700,236000,228000,16900,247000,238000,
7,5," LA"," ",19.2,"LOS ANGELES, MAIN STREET                                                                                      ",16900,247000,238000,16800,241000,232000,
7,5," LA"," ",19.73,"LOS ANGELES, NORTH BROADWAY                                                                                   ",16800,241000,232000,15900,227000,220000,
7,5," LA"," ",20.44,"LOS ANGELES, JCT. RTE. 110, PASADENA FREEWAY                                                                ",15900,227000,220000,20000,284000,278000,
7,5," LA"," ",21.83,"LOS ANGELES, STADIUM WAY CONNECTIONS                                                                          ",20000,284000,278000,20100,283000,276000,
7,5," LA"," ",22.55,"LOS ANGELES, JCT. RTE. 2,   GLENDALE FREEWAY                                                                  ",20100,283000,276000,18300,256000,249000,
7,5," LA"," ",23.66,"LOS ANGELES, GLENDALE BOULEVARD                                                                               ",18300,256000,249000,17400,242000,234000,
7,5," LA"," ",24.33,"LOS ANGELES, LOS FELIZ   BOULEVARD/GRIFFITH PARK DRIVE                                                        ",17400,242000,234000,19300,268000,257000,
